Name,Price,Release_date,Review_no,Review_type,Tags,Description
Anarcute,1.49,2016-07-12,465,Very Positive,"Cute,Action,Indie,Destruction,Great Soundtrack,Singleplayer,Funny,Colorful,Political,Simulation","Anarcute is a rampaging riot simulator, combining adorable aesthetics with huge-scale chaos, colourful destruction and crowd-beat’em all gameplay!"
Kingdom Under Fire: The Crusaders,9.99,2020-02-28,948,Very Positive,"Action,RPG,Strategy,Hack and Slash,RTS,Fantasy,Simulation,Indie,Singleplayer,Real Time Tactics,Nudity,Medieval,Story Rich,War,Action RPG,Strategy RPG,Sexual Content,Tactical RPG,Third Person,Dark Fantasy","The cult heavy metal fantasy action-strategy gem comes to PC in HD. Lead your armies from the front lines, giving strategic orders to your forces while wading into hack n’ slash action battle. Crush your foes across four campaigns, and spend the spoils of war on upgrading your forces."
Bears In Space,8.99,2024-03-22,254,Very Positive,"Singleplayer,Adventure,FPS,3D Platformer,Action-Adventure,Family Friendly,Action,Sci-fi,Funny,Comedy,Shooter,Boomer Shooter,Cartoony,Retro,First-Person,Combat,3D,Bullet Hell,Fast-Paced,Indie","Unleash your inner bear in this over-the-top bullet-hell FPS! Embark on a zany retro-futuristic adventure and destroy oil-thirsty robots with an outrageous arsenal. Transform into a bear, wield unique powers, and embrace the absurd fast-paced action of Bears in Space!"
Resident Evil 4 Leon & Ashley Costumes: 'Casual',3.99,2023-03-24,128,Very Positive,"Action,Adventure,Gore,Violent","Survive in style with this set of casual costumes for Leon and Ashley.

Your enemies will be too distracted by your expression of individuality to know what hit 'em!"
Onee Chanbara ORIGIN,19.99,2020-10-14,998,Mostly Positive,"Action,Female Protagonist,Mature,Violent,Zombies,Anime,Gore,3D Fighter,3D,Hack and Slash,Action RPG,Singleplayer,Sexual Content,Survival Horror,Nudity,Character Action Game,Spectacle fighter","To commemorate the 15th anniversary of the sword fighting action game series Onee Chanbara, the events of THE Onee Chanbara and THE Onee Chanbara 2 have been completely remade in full HD.

The evolution of this high-speed action game cannot be missed!"
Black One Blood Brothers,7.79,2022-01-11,746,Very Positive,"Simulation,Action,Military,Tactical,FPS,Strategy,Shooter,Realistic,Singleplayer,Sandbox,Early Access,Stealth,Level Editor,Third-Person Shooter,Replay Value,Violent,War,First-Person,Wargame,Real Time Tactics","Black One Blood Brothers is a tactical military shooter game where strategy and coordination are key. Command a squad of top operators, with unique skills, through high-risk missions around the globe. Customize your crew, plan your missions, and adjust on the fly for a vast replayability."
Touhou: New World,24.99,2023-07-13,158,Mostly Positive,"Bullet Hell,JRPG,Female Protagonist,Fantasy,Anime,Action,Demons,Isometric,Magic,RPG,Combat,Action RPG,Platformer,3D,Score Attack,Indie,Singleplayer,Adventure,Top-Down,Faith","Delve back into the world of Touhou in this bullet hell action-RPG adventure! The boundary between Gensokyo and the outside world has been breached, and it falls to Reimu Hakurei and Marisa Kirisame to discover why. Level up skills, forge new equipment, and explore Gensokyo to uncover the truth!"
PAYDAY 2: Dragon Pack,3.99,2021-03-17,217,Mixed,"Action,RPG,Gore,Violent","The Payday Gang is back with a new heist and new cosmetics, stealing a priceless gold dragon statue in Chinatown, San Francisco."
Devil May Cry 5 - Vergil EX Provocation,1.99,2020-12-15,27,Positive,"Action,Nudity,Violent,Sexual Content,Hentai","Instantly unlocks this content, which normally costs 3,000,000 Red Orbs. This taunt allows you to increase your Style rank more easily.



Please note that access to the Vergil playable character is required in order to use this content."
Blazing Sails - Undead Pirate Pack,2.99,2021-10-18,20,Mostly Positive,"Casual,Action,Adventure,Indie,Early Access,Pirates,Co-op,Open World,Tactical,Fast-Paced,Shooter,PvP,First-Person,Online Co-Op,Competitive,Historical,Funny,Colorful,Character Customization,Naval Combat",Hope you believe in ghost stories scallywag! This DLC contains 3 unique full-body skeleton skins for your pirate that are completely combinable with all existing cosmetic items!
STAR WARS™ X-Wing vs TIE Fighter - Balance of Power Campaigns™,9.99,2015-04-28,220,Mostly Positive,"Action,Simulation,Space,Space Sim,Multiplayer,Flight,Classic,Sci-fi","Real-time against real pilots; this is Star Wars space combat as it was meant to be! Featuring challenging real-time dogfights of 2 to 8 players, Star Wars™: X-Wing vs. TIE Fighter is one of the most historically significant space combat simulators ever made."
Super Mega Space Blaster Special,0.99,2019-06-18,16,Positive,"Action,Casual,Indie,Retro,Shoot 'Em Up,Top-Down Shooter,Twin Stick Shooter,Score Attack,Replay Value,Local Co-Op,2D,Space,Arena Shooter,1980s,Flight,Family Friendly,Bullet Hell,Great Soundtrack,Arcade,Sci-fi",A modern take on the retro arcade shooter. Super Mega Space Blaster Special is a fast-paced frantic blast of a  shoot 'em up (shmup). Played alone or in local coop the game is addictive and will keep you coming back to unlock the next ship or beat your high-score. Electric Fan Death's pumping 80's inspired synth-pop soundtrack included for free as DLC.
Tomb Raider V: Chronicles,4.99,2012-11-28,719,Mostly Positive,"Adventure,Action,Female Protagonist,Puzzle,Third Person,Action-Adventure,Classic,Singleplayer,Shooter,Third-Person Shooter,Platformer",
The Blackout Club,10.49,2019-07-30,2146,Mostly Positive,"Horror,Indie,Co-op,Action,Multiplayer,Simulation,Psychological Horror,First-Person,Stealth,Online Co-Op,Survival,Survival Horror,Atmospheric,Procedural Generation,Singleplayer,Early Access,Story Rich,FPS",The Blackout Club is a first-person co-op horror game centered around a group of teenage friends investigating a monstrous secret beneath the skin of their small town. 1-4 players explore procedurally-generated missions against a fearsome enemy you can only see with your eyes closed.
Call of Duty®: Black Ops Cold War - Containment Breach: Pro Pack,19.99,2023-03-08,,,"Action,Gore,Violent,Gun Customization,PvE,Zombies,FPS,Co-op,Tactical,Shooter,PvP,First-Person,Online Co-Op,Multiplayer,Military,Singleplayer",Get incredible value on in-game content for Black Ops Cold War.
禁忌试炼 Taboo Trial DLC 诗蔻蒂,3.49,2023-10-05,14,Mixed,"RPG,Indie,Action,Adventure,Nudity,Action Roguelike,Female Protagonist,Hack and Slash,3D,Roguelite,Third Person,Singleplayer,Combat,Fantasy,Action RPG,3D Platformer,Action-Adventure,Sexual Content,Roguelike,Hentai",This content requires the base game Forbidden Trials on Steam in order to play.
The Greatest Penguin Heist of All Time,6.99,2021-07-02,1975,Very Positive,"Heist,Cartoony,Comedy,Sandbox,Action-Adventure,Choices Matter,Funny,Multiplayer,Co-op,Physics,Action,Intentionally Awkward Controls,PvP,Third-Person Shooter,Stealth,Online Co-Op,Character Customization,Combat,Casual,Colorful","The Greatest Penguin Heist of All Time is a sandboxy physics game for 1-8 players, with everything from sneaky heists to hilarous stupidity to baking pizzas. With continuous updates, plenty of maps, and hundreds of items, clothes and quests, it has something for everyone."
Shin Megami Tensei V: Vengeance - Demon Subquest - Sakura Cinders of the East,4.99,2024-06-14,37,Positive,"RPG,Action,Adventure,JRPG,Action RPG,Story Rich,Demons,Choices Matter,Exploration,3D,Anime,Third Person,Atmospheric,Dark,Destruction,Philosophical,Post-apocalyptic,Conversation,Multiple Endings,Singleplayer","Additional content that will grant access to the demon subquest  ""Sakura Cinders of the East""."
Space Channel 5: Part 2,7.99,2011-03-04,1328,Very Positive,"Rhythm,Action,Female Protagonist,Great Soundtrack,Music,Classic,Retro,Sci-fi,Anime",
Battlerite - All Champions Pack,5.49,2017-11-08,244,Very Positive,"Free to Play,Action,MOBA,Multiplayer",The All Champions Pack unlocks all of the current and future Champions featured in Battlerite.
Shantae: Risky's Revenge - Director's Cut,4.99,2014-07-16,1105,Very Positive,"Platformer,Female Protagonist,Metroidvania,Pixel Graphics,Action,Great Soundtrack,2D,Indie,Singleplayer,Adventure,Anime,Cute,Funny,Retro,Side Scroller,Fantasy,Comedy,Pirates,Colorful","Shantae: Risky’s Revenge – Director’s Cut brings hair-whipping, belly-dancing to your PC!  Play one of the most critically acclaimed handheld series of all time, now with brand new features!"
Miss Kobayashi's Dragon Maid Burst Forth!! Choro-gon☆Breath DIRECTOR'S CUT,10.49,2022-10-26,78,Very Positive,"Action,Arcade,Bullet Hell,Cute,Comedy,Singleplayer,Multiple Endings,Anime,Female Protagonist,Sexual Content,Dragons,Shoot 'Em Up","The official game of the hugely popular “Miss Kobayashi’s Dragon Maid” manga comes to Steam as a director’s cut that reflects the passion of the development team! Fly, shoot, and punch... send enemies flying right before your eyes!"
Warhammer: Vermintide 2 - Shadows Over Bögenhafen,5.49,2018-08-28,767,Mixed,"Violent,Gore,Co-op,Hack and Slash,First-Person,Online Co-Op,Dark Fantasy,Multiplayer,Action,FPS,Atmospheric,PvE,Games Workshop,Team-Based,Replay Value,Indie,Action RPG,Tactical,Moddable,Fantasy",The first DLC of Warhammer: Vermintide 2 introduces the city of Bögenhafen - a mercantile city suffering from the spreading Nurgle corruption slowly overtaking the Reiklands. Uncover the source of the infection and destroy it before Bogenhafen meets its end.
Serious Sam: Tormental,2.47,2022-04-08,169,Mostly Positive,"Action,Action Roguelike,Indie,Bullet Hell,Roguelite,Top-Down Shooter,Twin Stick Shooter,Narrative,Co-op,Roguelike","Serious Sam: Tormental is a 3D rogue-lite top-down shooter where you blast your way through the tormented mind of demigod of destruction Mental, as he imagines worlds and monsters that stand on your path towards his inner ego. Let the showdown begin!"
BlazBlue Entropy Effect - Launch Exclusive Content,2.49,2024-01-31,148,Very Positive,"Action,Adventure,Indie","The Launch Exclusive Content for ""BlazBlue Entropy Effect"" includes three Avatar skins, two HD wallpapers, and a special Phenomena Art Book."
GYLT,19.99,2023-07-06,516,Overwhelmingly Positive,"Action,Adventure,Horror,Narration,Puzzle,Female Protagonist,Exploration,Hidden Object,Emotional,Mystery,Supernatural,Stealth,Story Rich,Action-Adventure,3D,Multiple Endings,Controller,Third Person,Singleplayer,Survival Horror","Shape your fears… Fear the shapes. Embark on a journey where you face your worst fears and are confronted with the emotional impact of your actions in this narrative adventure game with puzzles, stealth and action."
Insaniquarium Deluxe,4.99,2006-08-30,5029,Overwhelmingly Positive,"Casual,Classic,Singleplayer,Underwater,Clicker,Cute,Aliens,Simulation,Family Friendly,Psychological Horror,Strategy,Colorful,Funny,Action,Point & Click,Relaxing,Addictive,Great Soundtrack,Management,Difficult","The craziest aquarium game ever! Tend to your fish, keep them happy and they'll reward you with coins and jewels. Buy tank upgrades or egg parts which hatch different in-tank pets. These pets can help you feed your fish, collect coins, or even protect against the aliens that will invade your tank."
PAYDAY 2: Wolf Pack,1.89,2016-02-12,888,Very Positive,"Action,RPG,FPS,Heist,Multiplayer",
STRANGER OF PARADISE FINAL FANTASY ORIGIN - Season Pass,12.99,2023-04-06,46,Mixed,"Action,Adventure,RPG,Action RPG,JRPG,Spectacle fighter,3D,Third Person,Atmospheric,Dark,Dark Fantasy,Fantasy,PvP,Multiplayer,Singleplayer,Online Co-Op,Story Rich,Violent","The season pass for STRANGER OF PARADISE FINAL FANTASY ORIGIN includes all three major updates for play after clearing the main game. Take on higher difficulty levels, experience new jobs with new weapons and abilities, and delve further into the expanded story."
Crisis Brigade 2 reloaded,4.91,2021-11-11,290,Very Positive,"Action,VR,Indie,Violent,Shooter,Arcade,FPS,Early Access,First-Person,War,Old School,Blood,6DOF,Singleplayer","Crisis Brigade 2 reloaded is about covering, pointing and shooting, fast-paced pure action. Intense shootouts, powerful weapons, challenging levels, fierce enemies... Like the 90's classic arcade machines, but with the immersion that Virtual Reality is capable of."
Door Kickers: Action Squad,6.79,2018-09-10,8124,Overwhelmingly Positive,"2D Platformer,Pixel Graphics,Retro,Local Co-Op,Action,Online Co-Op,Simulation,2D,Shooter,Zombies,Tactical,Level Editor,Co-op,Local Multiplayer,Procedural Generation,Indie,Singleplayer,Soundtrack,Casual,Multiplayer","Rescue hostages, disarm bombs and save the day in this old school, side-scroller action game with retro graphics and retro sensibilities. Online and Couch Coop Included."
PARANOIA PLACE,4.99,2023-02-13,483,Very Positive,"Co-op,Survival,Action,Horror,Online Co-Op,Local Co-Op,Local Multiplayer,Survival Horror,First-Person,Hunting,Realistic,Adventure,Simulation,Action-Adventure,Shooter,FPS,Atmospheric,Dark,Zombies,Singleplayer","PARANOIA PLACE is a 2 player online co-op survival horror game. Together or alone, you will need to solve puzzles, find items and run from the bloodthirsty demonic killer."
PAYDAY 3: Houston Breakout Heist,5.99,2024-08-19,52,Very Positive,"Action,Heist,Co-op,Crime,FPS,Multiplayer,Shooter,RPG,Tactical,Stealth,America,Online Co-Op,Dark Humor,First-Person,PvE,Gun Customization,Combat,3D,Realistic,Shoot 'Em Up","The Houston Breakout Heist tasks you with interrupting the ongoing trial of heister veteran Houston, and breaking him out. Also available as part of the Houston Breakout Bundle."
Natural Selection 2,2.99,2012-10-31,8370,Very Positive,"Multiplayer,Strategy,FPS,Team-Based,Action,Sci-fi,RTS,Aliens,Indie,Competitive,Shooter,Co-op,Tactical,Moddable,First-Person,Space,Futuristic,Atmospheric,Online Co-Op,Adventure",A fast paced multiplayer shooter that pits aliens against humans in a strategic and action-packed struggle for survival!
TinyShot,0.54,2021-02-19,12,Positive,"Action,Shooter,Arena Shooter,Cartoony,Singleplayer,Indie,Fast-Paced,Arcade,2D Platformer,Action Roguelike,Twin Stick Shooter,Gore,Replay Value,2D,Roguelike",Tinyshot is a 2D wave-based arcade shooter. Follow Tiny on his journey after he makes a foolish and naive deal with the devil to retrieve his lost horn and earn love and fame in return.
Mother Russia Bleeds,1.39,2016-09-05,4018,Very Positive,"Beat 'em up,Gore,Violent,Action,Pixel Graphics,Great Soundtrack,Indie,Co-op,Local Co-Op,2D,Retro,Mature,Atmospheric,Multiplayer,4 Player Local,Difficult,Psychological Horror,Female Protagonist,Nudity,Memes","An old-fashioned beat 'em up with big doses of adrenaline and trippiness, somewhere between the classic style of Streets of Rage and the ultra-violence of Hotline Miami. Set in a cold, ruthless Soviet Union, Mother Russia Bleeds aims to conjure up anxiety, unease, and drug-addled frenzy."
